"","StudentID","SAT","GPA","scholarship","enroll"
"5113",5113,1290,3.36,0,0
"5114",5114,1356,3.52,1.6,0
"5115",5115,1461,3.84,1.74,0
"5116",5116,1224,3.2,1.32,1
"5117",5117,1568,4.1,0,0
"5118",5118,1520,3.95,1.31,0
"5119",5119,1041,2.41,0,1
"5120",5120,1201,2.99,0,1
"5121",5121,1147,3,0,1
"5122",5122,1109,2.7,0,1
"5123",5123,1371,3.37,0.97,0
"5124",5124,1338,3.51,0,0
"5125",5125,1328,3.26,0,0
"5126",5126,1578,3.99,0.93,0
"5127",5127,1048,2.67,0,1
"5128",5128,1435,3.43,1.16,0
"5129",5129,1033,2.47,0.54,1
"5130",5130,1309,3.1,0,0
"5131",5131,1580,4.03,0,0
"5132",5132,1553,3.9,1.8,0
"5133",5133,1019,2.55,1.75,1
"5134",5134,1073,2.6,0,1
"5135",5135,1401,3.65,0.82,0
"5136",5136,1523,3.93,2.5,0
"5137",5137,1187,3.1,0,1
"5138",5138,1362,3.43,1.16,0
"5139",5139,1560,3.98,1.87,0
"5140",5140,1478,3.79,0.83,0
"5141",5141,1124,2.97,0,1
"5142",5142,1086,2.53,1.45,1
"5143",5143,1472,3.88,1.83,0
"5144",5144,1012,2.42,0,1
"5145",5145,1050,2.51,1.97,1
"5146",5146,1486,3.83,1.98,0
"5147",5147,1553,4.04,0,0
"5148",5148,1382,3.41,1.24,0
"5149",5149,1108,2.84,0,1
"5150",5150,1086,2.88,0,1
"5151",5151,1149,2.8,0,1
"5152",5152,1376,3.29,1.1,0
"5153",5153,1319,3.4,1.39,1
"5154",5154,1566,3.88,1.66,0
"5155",5155,1033,2.47,0,1
"5156",5156,1376,3.3,1.08,0
"5157",5157,1267,3.18,0,0
"5158",5158,1022,2.41,0,1
"5159",5159,1473,3.72,0.67,0
"5160",5160,1412,3.38,1.07,0
"5161",5161,1287,3.3,0,0
"5162",5162,1226,2.88,0,1
"5163",5163,1131,2.95,2.43,1
"5164",5164,1242,3.16,0.5,1
"5165",5165,1509,3.76,0.88,0
"5166",5166,1492,3.56,1.14,0
"5167",5167,1043,2.79,0,1
"5168",5168,1318,3.43,1.16,0
"5169",5169,1455,3.64,2.46,0
"5170",5170,1118,2.69,0,1
"5171",5171,1473,3.73,1.71,0
"5172",5172,1051,2.56,0,1
"5173",5173,1140,2.71,2.36,1
"5174",5174,1156,2.97,2.04,1
"5175",5175,1138,2.69,0,1
"5176",5176,1536,3.95,1.44,0
"5177",5177,1465,3.63,0.85,0
"5178",5178,1422,3.55,1.18,0
"5179",5179,1435,3.46,0,0
"5180",5180,1108,2.65,0,1
"5181",5181,1490,3.87,2.1,0
"5182",5182,1062,2.5,1.29,1
"5183",5183,1503,3.9,1.71,0
"5184",5184,1540,3.68,1.86,0
"5185",5185,1451,3.59,1.8,0
"5186",5186,1164,2.87,0.91,1
"5187",5187,1208,3.18,0,0
"5188",5188,1166,2.92,0,1
"5189",5189,1333,3.31,0,0
"5190",5190,1066,2.52,0,1
"5191",5191,1135,2.97,0,1
"5192",5192,1391,3.43,0.72,0
"5193",5193,1572,4.12,0,0
"5194",5194,1083,2.74,1.02,1
"5195",5195,1155,2.72,1.28,1
"5196",5196,1256,3.22,0,0
"5197",5197,1303,3.06,0,0
"5198",5198,1580,3.79,2,0
"5199",5199,1437,3.69,0.59,0
"5200",5200,1351,3.23,1.35,1
"5201",5201,1342,3.49,0,0
"5202",5202,1065,2.59,0,1
"5203",5203,1453,3.58,0.97,0
"5204",5204,1206,2.94,0,1
"5205",5205,1201,2.95,0.65,1
"5206",5206,1278,3.39,1.91,1
"5207",5207,1184,2.9,0,1
"5208",5208,1385,3.3,0,0
"5209",5209,1453,3.82,1.2,0
"5210",5210,1412,3.62,1.61,0
"5211",5211,1495,3.81,0,0
"5212",5212,1220,2.98,0.98,1
"5213",5213,1226,3.15,0,0
"5214",5214,1232,3.14,0,0
"5215",5215,1401,3.47,1.32,0
"5216",5216,1575,3.9,1.02,0
"5217",5217,1045,2.58,0.54,1
"5218",5218,1304,3.32,0.69,0
"5219",5219,1474,3.75,0,0
"5220",5220,1159,2.81,0.6,1
"5221",5221,1239,3.3,0.97,1
"5222",5222,1423,3.37,2.35,1
"5223",5223,1026,2.68,0.89,1
"5224",5224,1164,2.75,1.65,1
"5225",5225,1328,3.32,0.91,0
"5226",5226,1074,2.7,1.2,1
"5227",5227,1249,3.07,0,0
"5228",5228,1514,3.59,0,0
"5229",5229,1051,2.51,0.99,1
"5230",5230,1353,3.53,0,0
"5231",5231,1314,3.44,0,0
"5232",5232,1237,3.01,0.64,1
"5233",5233,1353,3.5,1.07,0
"5234",5234,1142,2.75,0,1
"5235",5235,1095,2.63,0,1
"5236",5236,1161,3.07,0,1
"5237",5237,1339,3.36,1.29,1
"5238",5238,1020,2.73,1.37,1
"5239",5239,1288,3.34,1,1
"5240",5240,1346,3.36,1.78,1
"5241",5241,1206,3.19,0,0
"5242",5242,1107,2.62,0.52,1
"5243",5243,1298,3.44,1.76,1
"5244",5244,1433,3.68,2.21,0
"5245",5245,1159,2.88,0.6,1
"5246",5246,1195,2.85,0.75,1
"5247",5247,1336,3.27,2.5,1
"5248",5248,1469,3.6,0,0
"5249",5249,1168,2.98,0,1
"5250",5250,1442,3.7,0.73,0
"5251",5251,1378,3.57,0,0
"5252",5252,1370,3.36,2.01,1
"5253",5253,1511,3.63,1.19,0
"5254",5254,1458,3.59,1.06,0
"5255",5255,1514,3.66,2.45,0
"5256",5256,1240,3.03,0,0
"5257",5257,1058,2.48,1.04,1
"5258",5258,1302,3.16,1.34,1
"5259",5259,1040,2.59,0,1
"5260",5260,1167,3.01,0,1
"5261",5261,1037,2.78,0,1
"5262",5262,1089,2.55,0.83,1
"5263",5263,1251,2.96,0,1
"5264",5264,1552,3.83,2.16,0
"5265",5265,1451,3.69,0,0
"5266",5266,1130,2.94,0,1
"5267",5267,1202,3.2,0,0
"5268",5268,1338,3.42,1.87,1
"5269",5269,1410,3.5,0.75,0
"5270",5270,1179,3.01,0.92,1
"5271",5271,1571,4.03,0,0
"5272",5272,1108,2.82,0,1
"5273",5273,1460,3.8,1.01,0
"5274",5274,1084,2.73,0,1
"5275",5275,1212,2.9,0,1
"5276",5276,1507,3.62,0,0
"5277",5277,1374,3.49,1.97,1
"5278",5278,1110,2.66,0,1
"5279",5279,1060,2.82,1.85,1
"5280",5280,1334,3.31,0,0
"5281",5281,1472,3.55,2.14,0
"5282",5282,1274,3.34,0,0
"5283",5283,1018,2.41,1.35,1
"5284",5284,1124,2.92,0,1
"5285",5285,1221,2.88,0,1
"5286",5286,1494,3.77,1.08,0
"5287",5287,1132,2.85,1.35,1
"5288",5288,1400,3.4,1.7,0
"5289",5289,1360,3.39,1.34,0
"5290",5290,1300,3.37,0,0
"5291",5291,1337,3.2,1.01,1
"5292",5292,1293,3.42,1.74,1
"5293",5293,1276,3.19,0,0
"5294",5294,1309,3.14,0,0
"5295",5295,1158,3.01,1.09,1
"5296",5296,1341,3.25,0,0
"5297",5297,1178,3.11,0,1
"5298",5298,1539,3.89,1.12,0
"5299",5299,1286,3.3,0.72,0
"5300",5300,1382,3.45,1.81,1
"5301",5301,1446,3.42,2.48,1
"5302",5302,1428,3.62,1.13,0
"5303",5303,1049,2.81,0.67,1
"5304",5304,1035,2.77,1.02,1
"5305",5305,1199,2.9,0.64,1
"5306",5306,1290,3.31,0,0
"5307",5307,1156,2.89,0,1
"5308",5308,1182,2.91,0.51,1
"5309",5309,1256,3.01,0,0
"5310",5310,1082,2.83,0,1
"5311",5311,1198,3.11,1.43,1
"5312",5312,1054,2.51,0,1
"5313",5313,1079,2.66,1.09,1
"5314",5314,1165,2.94,0,1
"5315",5315,1409,3.54,1.51,0
"5316",5316,1041,2.62,0,1
"5317",5317,1433,3.65,0.83,0
"5318",5318,1402,3.5,0.52,0
"5319",5319,1170,2.9,0,1
"5320",5320,1481,3.66,1.57,0
"5321",5321,1139,2.75,0,1
"5322",5322,1215,3.07,0,1
"5323",5323,1499,3.69,1.26,0
"5324",5324,1410,3.52,1.66,0
"5325",5325,1101,2.92,0,1
"5326",5326,1405,3.38,0.76,0
"5327",5327,1211,2.96,0,1
"5328",5328,1574,4.13,0,0
"5329",5329,1295,3.09,2.13,1
"5330",5330,1334,3.42,0.97,0
"5331",5331,1182,3.15,0,1
"5332",5332,1044,2.76,0,1
"5333",5333,1304,3.43,0,0
"5334",5334,1272,3.14,0,0
"5335",5335,1064,2.7,0,1
"5336",5336,1226,3.15,0,0
"5337",5337,1235,3.28,0,0
"5338",5338,1121,2.66,0,1
"5339",5339,1345,3.49,1.3,0
"5340",5340,1068,2.8,1.47,1
"5341",5341,1010,2.43,0,1
"5342",5342,1124,2.83,0,1
"5343",5343,1227,3.26,0,0
"5344",5344,1321,3.43,0.68,0
"5345",5345,1441,3.52,1.4,0
"5346",5346,1135,3.01,0,1
"5347",5347,1109,2.86,0,1
"5348",5348,1087,2.72,1.6,1
"5349",5349,1330,3.46,1.1,0
"5350",5350,1510,3.95,0.69,0
"5351",5351,1425,3.73,0.84,0
"5352",5352,1370,3.62,0.52,0
"5353",5353,1230,3.21,0,0
"5354",5354,1208,3.06,0,1
"5355",5355,1380,3.51,1.21,0
"5356",5356,1011,2.45,1.16,1
"5357",5357,1576,3.76,0,0
"5358",5358,1132,2.91,2.01,1
"5359",5359,1131,2.72,0,1
"5360",5360,1374,3.54,1.22,0
"5361",5361,1082,2.62,0,1
"5362",5362,1570,3.78,2.19,0
"5363",5363,1149,2.73,1.45,1
"5364",5364,1508,3.83,1.39,0
"5365",5365,1284,3.2,0,0
"5366",5366,1556,3.82,2.27,0
"5367",5367,1500,3.8,2.18,0
"5368",5368,1535,3.97,0,0
"5369",5369,1110,2.68,2.47,1
"5370",5370,1012,2.39,0,1
"5371",5371,1190,2.85,0.76,1
"5372",5372,1477,3.77,2.44,0
"5373",5373,1359,3.29,0,0
"5374",5374,1049,2.64,0,1
"5375",5375,1421,3.4,0.79,0
"5376",5376,1029,2.53,1.22,1
"5377",5377,1257,2.96,0,0
"5378",5378,1190,2.83,0.56,1
"5379",5379,1225,3.25,0,0
"5380",5380,1380,3.28,0,0
"5381",5381,1032,2.53,0,1
"5382",5382,1311,3.12,0.77,1
"5383",5383,1030,2.51,0,1
"5384",5384,1550,3.69,2.01,0
"5385",5385,1308,3.37,0.5,0
"5386",5386,1301,3.27,0.58,0
"5387",5387,1193,2.94,1.15,1
"5388",5388,1265,3.15,1.11,1
"5389",5389,1231,3.01,0,1
"5390",5390,1108,2.68,2.16,1
"5391",5391,1168,2.73,0,1
"5392",5392,1496,3.61,0.86,0
"5393",5393,1208,2.94,0,1
"5394",5394,1061,2.82,0,1
"5395",5395,1074,2.53,0,1
"5396",5396,1457,3.7,0.93,0
"5397",5397,1152,3.07,0,1
"5398",5398,1090,2.58,1.81,1
"5399",5399,1264,3.09,0,0
"5400",5400,1446,3.56,0,0
"5401",5401,1385,3.48,2.19,1
"5402",5402,1052,2.48,0,1
"5403",5403,1484,3.89,1.26,0
"5404",5404,1280,3.04,0,0
"5405",5405,1017,2.59,0,1
"5406",5406,1391,3.42,0,0
"5407",5407,1525,3.95,1.21,0
"5408",5408,1230,3.18,0,0
"5409",5409,1056,2.46,0,1
"5410",5410,1021,2.61,1.4,1
"5411",5411,1476,3.62,2.3,0
"5412",5412,1089,2.86,0,1
"5413",5413,1312,3.46,0.71,0
"5414",5414,1237,3.03,0,0
"5415",5415,1490,3.62,0,0
"5416",5416,1413,3.62,0.61,0
"5417",5417,1051,2.5,0,1
"5418",5418,1333,3.2,2.37,1
"5419",5419,1491,3.75,1.76,0
"5420",5420,1272,3.23,0,0
"5421",5421,1253,3.13,0.62,1
"5422",5422,1326,3.34,0,0
"5423",5423,1376,3.52,1.13,0
"5424",5424,1343,3.34,0.54,0
"5425",5425,1284,3.39,0.87,0
"5426",5426,1499,3.57,1.17,0
"5427",5427,1243,3.03,1.4,1
"5428",5428,1064,2.49,0,1
"5429",5429,1393,3.56,1.82,0
"5430",5430,1318,3.31,0,0
"5431",5431,1411,3.71,1.15,0
"5432",5432,1371,3.28,1.58,1
"5433",5433,1307,3.07,0.74,1
"5434",5434,1291,3.33,0.79,0
"5435",5435,1120,2.7,0.66,1
"5436",5436,1407,3.59,0.76,0
"5437",5437,1152,2.74,0,1
"5438",5438,1207,3.11,0,1
"5439",5439,1554,3.93,0,0
"5440",5440,1180,2.88,0,1
"5441",5441,1283,3.15,0,0
"5442",5442,1050,2.58,1.27,1
"5443",5443,1059,2.51,0.71,1
"5444",5444,1513,3.91,0,0
"5445",5445,1352,3.5,0,0
"5446",5446,1423,3.76,1.12,0
"5447",5447,1116,2.9,0,1
"5448",5448,1451,3.76,2.38,0
"5449",5449,1409,3.52,0.63,0
"5450",5450,1029,2.44,0,1
"5451",5451,1578,3.78,1.18,0
"5452",5452,1539,3.89,0,0
"5453",5453,1328,3.42,0.54,0
"5454",5454,1194,2.95,0,1
"5455",5455,1326,3.45,1.92,1
"5456",5456,1393,3.6,2.09,1
"5457",5457,1310,3.08,0,0
"5458",5458,1421,3.66,1.47,0
"5459",5459,1389,3.66,2.1,0
"5460",5460,1541,3.86,0.62,0
"5461",5461,1052,2.58,0,1
"5462",5462,1377,3.25,0,0
"5463",5463,1089,2.73,0,1
"5464",5464,1273,3.15,0.74,1
"5465",5465,1292,3.31,1.07,1
"5466",5466,1055,2.67,0,1
"5467",5467,1158,2.7,2.19,1
"5468",5468,1334,3.51,0,0
"5469",5469,1468,3.81,1.91,0
"5470",5470,1563,3.88,1.43,0
"5471",5471,1540,3.82,1.68,0
"5472",5472,1540,3.85,1.08,0
"5473",5473,1137,2.91,0,1
"5474",5474,1076,2.5,0.67,1
"5475",5475,1015,2.62,0,1
"5476",5476,1308,3.42,2.47,1
"5477",5477,1364,3.55,1.35,0
"5478",5478,1160,3.04,0,1
"5479",5479,1142,2.96,0,1
"5480",5480,1385,3.56,2,1
"5481",5481,1387,3.42,0,0
"5482",5482,1410,3.44,1.04,0
"5483",5483,1373,3.34,0,0
"5484",5484,1292,3.3,0,0
"5485",5485,1034,2.66,0.7,1
"5486",5486,1458,3.55,0.87,0
"5487",5487,1099,2.7,0,1
"5488",5488,1036,2.64,2.31,1
"5489",5489,1236,3.09,0,0
"5490",5490,1105,2.94,0,1
"5491",5491,1022,2.5,1.26,1
"5492",5492,1547,3.75,1.85,0
"5493",5493,1268,3.21,0,0
"5494",5494,1424,3.52,0,0
"5495",5495,1541,3.82,0,0
"5496",5496,1389,3.51,1.39,0
"5497",5497,1315,3.2,1.06,1
"5498",5498,1214,3.21,1.95,1
"5499",5499,1206,3.09,0.99,1
"5500",5500,1461,3.73,1.43,0
"5501",5501,1281,3.01,0,0
"5502",5502,1284,3.32,0,0
"5503",5503,1356,3.25,0.71,0
"5504",5504,1108,2.63,0,1
"5505",5505,1333,3.23,0.52,0
"5506",5506,1251,2.94,2.41,1
"5507",5507,1385,3.35,0,0
"5508",5508,1280,3.21,0,0
"5509",5509,1194,2.85,0,1
"5510",5510,1342,3.24,1.02,0
"5511",5511,1493,3.63,1.69,0
"5512",5512,1303,3.38,0,0
"5513",5513,1294,3.37,1.34,1
"5514",5514,1553,3.96,2.43,0
"5515",5515,1146,2.97,0,1
"5516",5516,1446,3.61,0,0
"5517",5517,1107,2.8,0,1
"5518",5518,1276,3.09,0,0
"5519",5519,1559,4.08,1.4,0
"5520",5520,1426,3.61,0.92,0
"5521",5521,1262,3.14,0,0
"5522",5522,1379,3.41,0,0
"5523",5523,1099,2.66,0,1
"5524",5524,1117,2.72,0.94,1
"5525",5525,1138,2.89,0,1
"5526",5526,1107,2.9,0,1
"5527",5527,1316,3.17,0.74,0
"5528",5528,1288,3.05,0,0
"5529",5529,1058,2.45,0,1
"5530",5530,1326,3.25,0,0
"5531",5531,1351,3.2,0,0
"5532",5532,1464,3.58,0,0
"5533",5533,1061,2.58,0.83,1
"5534",5534,1105,2.87,0,1
"5535",5535,1472,3.8,1.72,0
"5536",5536,1266,3.31,1.05,1
"5537",5537,1388,3.46,1.73,0
"5538",5538,1298,3.38,1.27,1
"5539",5539,1070,2.74,0,1
"5540",5540,1493,3.92,2.13,0
"5541",5541,1232,2.89,0,1
"5542",5542,1437,3.51,1.75,0
"5543",5543,1449,3.62,1.01,0
"5544",5544,1049,2.67,0.9,1
"5545",5545,1166,3.04,0.95,1
"5546",5546,1531,3.75,1.58,0
"5547",5547,1354,3.19,1.6,1
"5548",5548,1091,2.57,0,1
"5549",5549,1223,3.01,1.05,1
"5550",5550,1277,3.22,0,0
"5551",5551,1065,2.56,0,1
"5552",5552,1530,3.79,0.58,0
"5553",5553,1526,3.88,1.04,0
"5554",5554,1558,3.74,1.81,0
"5555",5555,1062,2.49,0.57,1
"5556",5556,1022,2.59,0,1
"5557",5557,1013,2.53,0,1
"5558",5558,1016,2.67,0,1
"5559",5559,1291,3.38,1.67,1
"5560",5560,1301,3.17,0,0
"5561",5561,1204,2.83,1.83,1
"5562",5562,1229,3.27,1.12,1
"5563",5563,1126,2.96,0,1
"5564",5564,1543,3.71,1.44,0
"5565",5565,1316,3.29,0,0
"5566",5566,1114,2.62,1.48,1
"5567",5567,1418,3.72,1.63,0
"5568",5568,1495,3.54,1.16,0
"5569",5569,1085,2.88,1.49,1
"5570",5570,1483,3.63,0.76,0
"5571",5571,1557,3.73,0.54,0
"5572",5572,1216,2.9,0,1
"5573",5573,1023,2.46,1.55,1
"5574",5574,1246,3.22,0,0
"5575",5575,1247,2.94,1.31,1
"5576",5576,1508,3.69,2.36,0
"5577",5577,1492,3.62,0.95,0
"5578",5578,1106,2.95,0.63,1
"5579",5579,1350,3.22,0.61,0
"5580",5580,1144,2.84,0,1
"5581",5581,1284,3.39,0,0
"5582",5582,1047,2.71,1.15,1
"5583",5583,1283,3.31,0,0
"5584",5584,1226,2.9,1.41,1
"5585",5585,1103,2.59,1.7,1
"5586",5586,1087,2.78,0,1
"5587",5587,1187,3.02,0,1
"5588",5588,1197,3.02,0,1
"5589",5589,1156,2.7,1.04,1
"5590",5590,1301,3.16,0,0
"5591",5591,1166,2.74,0,1
"5592",5592,1064,2.73,0,1
"5593",5593,1233,2.92,0.97,1
"5594",5594,1096,2.83,0,1
"5595",5595,1568,4.07,0.76,0
"5596",5596,1283,3.34,0.53,0
"5597",5597,1013,2.44,0,1
"5598",5598,1480,3.58,0,0
"5599",5599,1544,3.79,1.75,0
"5600",5600,1152,2.79,1.68,1
"5601",5601,1210,3.19,0,0
"5602",5602,1300,3.22,0,0
"5603",5603,1035,2.41,0,1
"5604",5604,1482,3.73,1.75,0
"5605",5605,1054,2.48,1.35,1
"5606",5606,1463,3.59,1.79,0
"5607",5607,1043,2.7,0,1
"5608",5608,1148,2.73,0,1
"5609",5609,1418,3.49,0,0
"5610",5610,1541,3.81,0.87,0
"5611",5611,1510,3.65,1.27,0
"5612",5612,1215,3.09,1.21,1
"5613",5613,1287,3.13,0,0
"5614",5614,1092,2.92,0.54,1
"5615",5615,1036,2.62,1.98,1
"5616",5616,1298,3.14,0.65,1
"5617",5617,1202,2.98,0,1
"5618",5618,1001,2.51,0,1
"5619",5619,1343,3.3,0,0
"5620",5620,1341,3.22,0.6,0
"5621",5621,1053,2.56,0,1
"5622",5622,1469,3.51,0,0
"5623",5623,1414,3.47,1.27,0
"5624",5624,1368,3.22,0,0
"5625",5625,1013,2.47,0,1
"5626",5626,1285,3.22,0,0
"5627",5627,1568,3.9,0,0
"5628",5628,1547,4.07,1.36,0
"5629",5629,1500,3.84,0.62,0
"5630",5630,1166,2.94,1.92,1
"5631",5631,1082,2.75,0,1
"5632",5632,1129,2.91,0,1
"5633",5633,1340,3.45,1.07,0
"5634",5634,1083,2.52,0,1
"5635",5635,1194,2.91,2.02,1
"5636",5636,1122,2.72,0,1
"5637",5637,1110,2.63,0,1
"5638",5638,1508,3.97,1.45,0
"5639",5639,1216,3.22,0,0
"5640",5640,1075,2.6,0,1
"5641",5641,1227,3.12,0.84,1
"5642",5642,1051,2.57,0,1
"5643",5643,1178,3.07,0,1
"5644",5644,1469,3.82,0,0
"5645",5645,1452,3.68,1.01,0
"5646",5646,1005,2.49,0,1
"5647",5647,1064,2.61,0,1
"5648",5648,1154,2.84,1.19,1
"5649",5649,1451,3.46,0.71,0
"5650",5650,1499,3.8,0.85,0
"5651",5651,1438,3.7,0,0
"5652",5652,1293,3.36,0,0
"5653",5653,1565,4.06,0.61,0
"5654",5654,1549,3.71,1.92,0
"5655",5655,1261,3.28,1.97,1
"5656",5656,1538,3.73,0.89,0
"5657",5657,1373,3.39,2.24,1
"5658",5658,1301,3.18,1.38,1
"5659",5659,1421,3.59,0.93,0
"5660",5660,1542,3.95,0,0
"5661",5661,1139,2.7,0,1
"5662",5662,1296,3.25,0.98,1
"5663",5663,1266,3.02,0,0
"5664",5664,1315,3.18,1.5,1
"5665",5665,1111,2.68,0,1
"5666",5666,1428,3.58,0,0
"5667",5667,1126,2.94,0,1
"5668",5668,1531,4,0.77,0
"5669",5669,1145,2.91,0.63,1
"5670",5670,1207,3.14,0,0
"5671",5671,1032,2.46,1.41,1
"5672",5672,1130,2.81,0,1
"5673",5673,1328,3.39,0,0
"5674",5674,1484,3.55,0.62,0
"5675",5675,1303,3.39,0,0
"5676",5676,1173,3.08,0.91,1
"5677",5677,1119,2.64,0,1
"5678",5678,1023,2.59,0,1
"5679",5679,1275,3.26,0,0
"5680",5680,1379,3.43,0,0
"5681",5681,1168,3.03,1.52,1
"5682",5682,1164,3,2.03,1
"5683",5683,1227,3.09,0,0
"5684",5684,1392,3.38,1.35,0
"5685",5685,1422,3.55,2.32,1
"5686",5686,1378,3.29,2.09,1
"5687",5687,1233,3.04,1.39,1
"5688",5688,1282,3.38,2.28,1
"5689",5689,1127,2.8,1.33,1
"5690",5690,1376,3.41,0.86,0
"5691",5691,1432,3.64,0.83,0
"5692",5692,1541,3.76,0.87,0
"5693",5693,1084,2.66,1.34,1
"5694",5694,1041,2.44,0,1
"5695",5695,1096,2.71,0,1
"5696",5696,1287,3.3,0.72,0
"5697",5697,1098,2.65,0,1
"5698",5698,1370,3.38,0.91,0
"5699",5699,1036,2.43,0,1
"5700",5700,1199,3.02,0.69,1
"5701",5701,1200,3.02,0,1
"5702",5702,1183,2.82,0,1
"5703",5703,1204,3.14,0,1
"5704",5704,1438,3.79,1.47,0
"5705",5705,1161,2.75,0,1
"5706",5706,1523,3.79,1.8,0
"5707",5707,1149,2.91,0,1
"5708",5708,1260,3.21,0,0
"5709",5709,1062,2.69,0.5,1
"5710",5710,1222,3.09,0,0
"5711",5711,1298,3.34,0,0
"5712",5712,1311,3.18,1.83,1
"5713",5713,1256,3.16,0.66,1
"5714",5714,1457,3.47,0.86,0
"5715",5715,1344,3.44,0,0
"5716",5716,1245,3.09,0,0
"5717",5717,1167,2.98,0,1
"5718",5718,1324,3.47,0,0
"5719",5719,1071,2.85,0,1
"5720",5720,1053,2.68,2.27,1
"5721",5721,1207,3.16,0,0
"5722",5722,1324,3.28,0,0
"5723",5723,1517,3.85,0,0
"5724",5724,1013,2.4,0,1
"5725",5725,1204,3.11,0.74,1
"5726",5726,1520,3.84,2.33,0
"5727",5727,1270,3.16,0.54,1
"5728",5728,1353,3.5,0.89,0
"5729",5729,1516,3.88,0.74,0
"5730",5730,1363,3.5,2.44,1
"5731",5731,1406,3.69,1.37,0
"5732",5732,1538,3.9,1.01,0
"5733",5733,1184,3.05,1.06,1
"5734",5734,1215,2.91,1.02,1
"5735",5735,1403,3.67,0.92,0
"5736",5736,1411,3.62,0,0
"5737",5737,1514,3.93,2.17,0
"5738",5738,1511,3.82,0.8,0
"5739",5739,1133,2.94,1.45,1
"5740",5740,1088,2.55,1.36,1
"5741",5741,1104,2.66,1.38,1
"5742",5742,1087,2.62,2.42,1
"5743",5743,1534,3.94,0.89,0
"5744",5744,1018,2.38,1.83,1
"5745",5745,1288,3.36,0,0
"5746",5746,1508,3.85,0.52,0
"5747",5747,1484,3.75,1.07,0
"5748",5748,1400,3.59,0.6,0
"5749",5749,1505,3.89,0,0
"5750",5750,1279,3.26,0,0
"5751",5751,1458,3.69,2.01,0
"5752",5752,1494,3.87,0,0
"5753",5753,1408,3.51,2.32,1
"5754",5754,1255,3.16,0,0
"5755",5755,1062,2.65,0,1
"5756",5756,1121,2.95,0,1
"5757",5757,1363,3.45,1.01,0
"5758",5758,1096,2.85,0,1
"5759",5759,1129,2.9,0,1
"5760",5760,1256,3.06,0,0
"5761",5761,1219,3.04,0,1
"5762",5762,1020,2.36,1.9,1
"5763",5763,1478,3.55,1.45,0
"5764",5764,1027,2.44,0,1
"5765",5765,1258,3.04,0,0
"5766",5766,1243,3.06,0,0
"5767",5767,1471,3.63,0.8,0
"5768",5768,1153,2.89,0,1
"5769",5769,1216,2.87,0,1
"5770",5770,1540,3.94,0,0
"5771",5771,1356,3.42,0.69,0
"5772",5772,1192,2.95,0,1
"5773",5773,1055,2.44,0,1
"5774",5774,1379,3.44,2.11,1
"5775",5775,1282,3.18,1.39,1
"5776",5776,1352,3.46,1.66,1
"5777",5777,1194,2.99,0,1
"5778",5778,1155,2.79,1.35,1
"5779",5779,1228,2.9,0,1
"5780",5780,1561,3.97,1.31,0
"5781",5781,1120,2.78,0,1
"5782",5782,1408,3.62,1.28,0
"5783",5783,1032,2.59,1.44,1
"5784",5784,1397,3.34,0.54,0
"5785",5785,1061,2.6,1.44,1
"5786",5786,1066,2.57,0,1
"5787",5787,1189,2.9,0,1
"5788",5788,1195,3.05,0,1
"5789",5789,1013,2.62,0,1
"5790",5790,1094,2.58,1.49,1
"5791",5791,1519,3.9,0.85,0
"5792",5792,1227,3.16,1.13,1
"5793",5793,1529,3.93,1.41,0
"5794",5794,1183,3.08,0,1
"5795",5795,1062,2.73,0,1
"5796",5796,1115,2.78,0,1
"5797",5797,1463,3.74,1.19,0
"5798",5798,1048,2.62,0,1
"5799",5799,1112,2.69,0,1
"5800",5800,1411,3.44,1.21,0
"5801",5801,1550,4.04,1.31,0
"5802",5802,1183,2.88,2.08,1
"5803",5803,1093,2.56,0,1
"5804",5804,1465,3.53,2.3,0
"5805",5805,1204,3.07,0,1
"5806",5806,1033,2.64,0,1
"5807",5807,1104,2.71,1.86,1
"5808",5808,1062,2.7,0.8,1
"5809",5809,1142,2.72,0.77,1
"5810",5810,1553,3.92,1.93,0
"5811",5811,1328,3.15,0,0
"5812",5812,1370,3.28,0,0
"5813",5813,1152,2.77,0,1
"5814",5814,1340,3.47,1.15,0
"5815",5815,1483,3.76,1.25,0
"5816",5816,1089,2.76,0,1
"5817",5817,1284,3.21,0.71,1
"5818",5818,1124,2.76,0,1
"5819",5819,1236,3.13,1.37,1
"5820",5820,1206,3.08,0,1
"5821",5821,1405,3.65,1.1,0
"5822",5822,1340,3.19,0,0
"5823",5823,1432,3.72,1.73,0
"5824",5824,1480,3.67,0.85,0
"5825",5825,1054,2.56,0,1
"5826",5826,1262,3.24,0,0
"5827",5827,1185,3.11,0.66,1
"5828",5828,1352,3.58,1.39,0
"5829",5829,1409,3.45,1.22,0
"5830",5830,1140,2.95,0,1
"5831",5831,1382,3.45,2.16,1
"5832",5832,1451,3.74,1.51,0
"5833",5833,1053,2.48,0,1
"5834",5834,1214,2.89,0.78,1
"5835",5835,1088,2.6,0.58,1
"5836",5836,1426,3.48,0.99,0
"5837",5837,1008,2.51,0,1
"5838",5838,1046,2.77,0,1
"5839",5839,1345,3.27,0,0
"5840",5840,1559,3.97,1.65,0
"5841",5841,1061,2.6,0,1
"5842",5842,1518,3.71,1.3,0
"5843",5843,1504,3.64,1.38,0
"5844",5844,1224,3.23,0,0
"5845",5845,1300,3.22,1.2,1
